,SNIa_Probability,SNII_Probability,SNIbc_Probability,SLSN_Probability,ZTF_ID,host_ra,hostdec,has_host?,TNS_Classification,Alerce_SNIa_Probability,Alerce_SNII_Probability,Alerce_SNIbc_Probability,Alerce_SLSN_Probability
637,0.169666667,0.2,0.595666667,0.034666667,ZTF18abcezmh,269.4514875,40.07654818,True,SN II,0.314,0.176,0.41,0.1
638,0.475333333,0.227333333,0.214666667,0.082666667,ZTF18abceakp,212.0523267,65.63868458,True,SN II,0.344,0.266,0.26,0.13
639,0.478666667,0.166333333,0.279,0.076,ZTF21abyjydm,,,False,SN Ia,0.16,0.24,0.152,0.448
640,0.141333333,0.363333333,0.095666667,0.399666667,ZTF18abcpmwh,194.7809156,37.3225036,True,SN IIP,0.192,0.386,0.234,0.188
641,0.377,0.304666667,0.253333333,0.065,ZTF21acdagka,282.9627078,57.20256245,True,No Classification,0.432,0.188,0.244,0.136
642,0.454666667,0.111,0.401,0.033333333,ZTF21abzgzvs,340.495455,-20.92641298,True,SN Ia,0.558,0.144,0.184,0.114
643,0.180333333,0.307333333,0.216333333,0.296,ZTF21abvyxhc,,,False,No Classification,0.5,0.172,0.254,0.074
644,0.619333333,0.142,0.094,0.144666667,ZTF21abrxoir,340.603476,6.96339939,True,SN Ia,0.506,0.122,0.21,0.162
645,0.591333333,0.1,0.256,0.052666667,ZTF21abxjcdc,329.5518902,-11.4728276,True,SN Ia,0.494,0.134,0.2,0.172
646,0.598666667,0.079666667,0.276333333,0.045333333,ZTF21abybnni,328.5651701,-8.6156265,True,SN Ia,0.492,0.148,0.184,0.176
647,0.554,0.209,0.135,0.102,ZTF21abothvq,317.3211365,-6.81450837,True,Object Not Found,0.476,0.096,0.284,0.144
648,0.366333333,0.306666667,0.255333333,0.071666667,ZTF18aaizjar,226.0754375,44.08571236,True,Object Not Found,0.272,0.204,0.208,0.316
649,0.522333333,0.128333333,0.306666667,0.042666667,ZTF19acijooe,342.1887889,43.41477572,True,Object Not Found,0.378,0.17,0.278,0.174
650,0.604666667,0.116333333,0.230666667,0.048333333,ZTF21abxknvv,351.283592,-11.28764003,True,Object Not Found,0.41,0.208,0.196,0.186
651,0.495666667,0.098333333,0.327,0.079,ZTF21abwtnzp,352.5629065,3.19292589,True,Object Not Found,0.454,0.206,0.218,0.122
652,0.675,0.138666667,0.158,0.028333333,ZTF21abvcarc,347.8035977,16.8771719,True,Object Not Found,0.604,0.082,0.28,0.034
653,0.584666667,0.118,0.271,0.026333333,ZTF21abyhzrc,,,False,Object Not Found,0.202,0.224,0.158,0.416
654,0.515,0.155666667,0.199333333,0.13,ZTF21abyonuw,345.4357897,28.46883717,True,Object Not Found,0.292,0.296,0.158,0.254
655,0.436,0.217333333,0.273,0.073666667,ZTF21abzfqab,308.1220897,70.68096864,True,Object Not Found,0.228,0.232,0.326,0.214
656,0.502,0.119666667,0.314666667,0.063666667,ZTF18abcvush,256.6836128,18.35712744,True,Object Not Found,0.496,0.116,0.264,0.124
657,0.236666667,0.347,0.252,0.164333333,ZTF21abpxquj,,,False,Object Not Found,0.254,0.26,0.286,0.2
658,0.385333333,0.394333333,0.160333333,0.06,ZTF21abwzpme,,,False,Object Not Found,0.16,0.234,0.176,0.43
659,0.569666667,0.122,0.201333333,0.107,ZTF21abxvjen,14.00702437,-14.63037236,True,Object Not Found,0.378,0.164,0.248,0.21
660,0.282666667,0.204,0.05,0.463333333,ZTF21abqmrun,,,False,Object Not Found,0.288,0.25,0.138,0.324
661,0.486666667,0.121666667,0.32,0.071666667,ZTF21accibae,8.79463485,1.62863671,True,Object Not Found,0.352,0.29,0.172,0.186
662,0.640666667,0.125666667,0.086333333,0.147333333,ZTF18abdbuty,253.1978197,51.56368307,True,Object Not Found,0.454,0.152,0.306,0.088
663,0.524,0.127333333,0.301666667,0.047,ZTF21abwurky,18.96315044,-15.90468455,True,Object Not Found,0.562,0.128,0.246,0.064
664,0.459333333,0.165666667,0.274666667,0.100333333,ZTF21abzbwfo,14.33715208,17.87880716,True,Object Not Found,0.296,0.214,0.172,0.318
665,0.476,0.125333333,0.286666667,0.112,ZTF21accvpuq,27.17452565,27.8034934,True,Object Not Found,0.406,0.162,0.274,0.158
666,0.504333333,0.132,0.281,0.082666667,ZTF21abyfxqr,13.12115916,15.84868446,True,Object Not Found,0.512,0.136,0.228,0.124
667,0.083666667,0.209333333,0.682333333,0.024666667,ZTF18abdkkwa,267.0205802,52.22222372,True,Object Not Found,0.248,0.078,0.632,0.042
668,0.13,0.325666667,0.252666667,0.291666667,ZTF21abmlldj,7.38075322,12.11149014,True,Object Not Found,0.176,0.19,0.282,0.352
669,0.515333333,0.127333333,0.226666667,0.130666667,ZTF21acbjrxc,0.09379495,39.35458697,True,Object Not Found,0.338,0.198,0.212,0.252
670,0.198333333,0.108,0.669666667,0.024,ZTF18abeamgv,255.0744585,38.3927478,True,Object Not Found,0.236,0.072,0.6,0.092
671,0.388666667,0.216333333,0.324333333,0.070666667,ZTF21acbutpl,,,False,Object Not Found,0.338,0.152,0.466,0.044
672,0.358666667,0.296333333,0.336333333,0.008666667,ZTF21acctplc,16.11580233,39.44238622,True,Object Not Found,0.404,0.184,0.248,0.164
673,0.568666667,0.126333333,0.199,0.106,ZTF21absvlrr,11.90807075,-20.51952089,True,Object Not Found,0.282,0.212,0.19,0.316
674,0.435666667,0.12,0.386,0.058333333,ZTF21abychwq,10.15715318,-14.13148878,True,Object Not Found,0.406,0.156,0.316,0.122
675,0.235333333,0.461333333,0.204666667,0.098666667,ZTF21abulpnc,10.75684006,-6.40993388,True,Object Not Found,0.1,0.278,0.126,0.496
676,0.228,0.236666667,0.164,0.371333333,ZTF21abihsto,11.28308849,41.56712537,True,Object Not Found,0.238,0.24,0.272,0.25
677,0.439,0.183666667,0.319666667,0.057666667,ZTF21acbcfmh,10.8428811,41.31569757,True,Object Not Found,0.438,0.146,0.388,0.028
678,0.357333333,0.397,0.233333333,0.012333333,ZTF21abxtfwo,354.9924991,-22.78774794,True,Object Not Found,0.184,0.278,0.158,0.38
679,0.192,0.239333333,0.176333333,0.392333333,ZTF21abpyauz,358.2621363,-13.04804718,True,Object Not Found,0.128,0.328,0.162,0.382
680,0.402333333,0.240333333,0.322,0.035333333,ZTF21accohtt,9.18041216,26.33876262,True,Object Not Found,0.408,0.152,0.302,0.138
681,0.554333333,0.2,0.231,0.014666667,ZTF21abulckh,1.96139397,-7.04662235,True,Object Not Found,0.46,0.152,0.27,0.118
682,0.631666667,0.151,0.082666667,0.134666667,ZTF18aavrwhu,206.7344006,43.13755281,True,Object Not Found,0.428,0.188,0.254,0.13
683,0.671666667,0.095,0.064333333,0.169,ZTF18abeecwe,268.2113533,21.38211309,True,Object Not Found,0.458,0.112,0.304,0.126
684,0.442,0.102666667,0.413333333,0.042,ZTF21abyfabd,,,False,Object Not Found,0.472,0.134,0.316,0.078
685,0.510666667,0.091333333,0.343666667,0.054333333,ZTF21abzithf,10.7569794,25.39610719,True,Object Not Found,0.42,0.172,0.212,0.196
686,0.717333333,0.089333333,0.137333333,0.056,ZTF21abufayv,12.03396738,24.44034741,True,Object Not Found,0.712,0.074,0.194,0.02
687,0.477,0.121666667,0.302666667,0.098666667,ZTF21abzadod,15.87801409,28.43943935,True,Object Not Found,0.392,0.186,0.244,0.178
688,0.474666667,0.139666667,0.29,0.095666667,ZTF21abzciqh,16.9592766,27.31481999,True,Object Not Found,0.316,0.274,0.168,0.242
689,0.601,0.103,0.258,0.038,ZTF21abwzpgf,9.69788537,32.41630535,True,Object Not Found,0.468,0.126,0.292,0.114
690,0.361,0.375,0.226333333,0.037666667,ZTF21abxlsdn,359.3825063,9.30787951,True,Object Not Found,0.442,0.19,0.164,0.204
691,0.564333333,0.114,0.229333333,0.092333333,ZTF21abwdbcm,11.73727763,20.67351243,True,Object Not Found,0.484,0.124,0.254,0.138
692,0.561666667,0.121,0.237666667,0.079666667,ZTF21abzbuvf,7.507724,-3.03130737,True,Object Not Found,0.384,0.138,0.324,0.154
693,0.383,0.341,0.269,0.007,ZTF21abyquvq,26.42116472,-4.31907194,True,Object Not Found,0.174,0.262,0.154,0.41
694,0.165,0.232,0.569333333,0.033666667,ZTF21abtlgdb,7.78189318,49.17280261,True,Object Not Found,0.204,0.2,0.43,0.166
695,0.544333333,0.145,0.189,0.121666667,ZTF21abycnvx,10.02859087,3.86218721,True,Object Not Found,0.246,0.182,0.132,0.44
696,0.538,0.125,0.311333333,0.025666667,ZTF21abyfkzb,28.17151347,19.37218659,True,Object Not Found,0.39,0.194,0.242,0.174
697,0.648333333,0.11,0.120666667,0.121,ZTF21abubxmc,23.3190598,38.48260748,True,Object Not Found,0.724,0.05,0.212,0.014
698,0.662666667,0.086333333,0.216333333,0.034666667,ZTF21abxdlyk,45.64332719,44.13985344,True,Object Not Found,0.336,0.252,0.196,0.216
699,0.721,0.111666667,0.131666667,0.035666667,ZTF21abvuttc,9.0842754,28.94553862,True,Object Not Found,0.646,0.102,0.216,0.036
700,0.372333333,0.174666667,0.272,0.181,ZTF21abxaccr,33.84511375,25.93260455,True,Object Not Found,0.386,0.222,0.216,0.176
701,0.382666667,0.267666667,0.323666667,0.026,ZTF21acchwaw,16.37202292,41.01567004,True,Object Not Found,0.34,0.262,0.162,0.236
702,0.585,0.158333333,0.23,0.026666667,ZTF21abxacbf,29.28327758,27.49950028,True,Object Not Found,0.416,0.154,0.202,0.228
703,0.536666667,0.146666667,0.272,0.044666667,ZTF21abxlpkc,14.43902735,8.74867302,True,Object Not Found,0.464,0.148,0.226,0.162
704,0.172333333,0.643,0.11,0.074666667,ZTF21abrpijs,32.64267385,23.17028921,True,Object Not Found,0.236,0.236,0.158,0.37
705,0.519333333,0.121666667,0.247,0.112,ZTF21acblxjr,30.77402557,34.87357082,True,Object Not Found,0.382,0.13,0.404,0.084
706,0.589666667,0.100333333,0.125333333,0.184666667,ZTF21abuxitb,23.90301309,-0.98798954,True,Object Not Found,0.44,0.218,0.244,0.098
707,0.159333333,0.528333333,0.287666667,0.024666667,ZTF21abtxxdq,85.49236507,69.37757561,True,Object Not Found,0.042,0.598,0.174,0.186
708,0.543,0.117666667,0.304,0.035333333,ZTF21abzjwjh,,,False,Object Not Found,0.47,0.128,0.216,0.186
709,0.373,0.265333333,0.337,0.024666667,ZTF21accjiwx,62.11730047,43.01535496,True,No Classification,0.282,0.208,0.312,0.198
710,0.599333333,0.09,0.09,0.220666667,ZTF21abukrln,18.95002673,1.50538558,True,SN Ia,0.628,0.084,0.234,0.054
711,0.087,0.768333333,0.084333333,0.060333333,ZTF21abrluay,22.90977368,31.98816701,True,SN II,0.088,0.472,0.162,0.278
712,0.358,0.272,0.316,0.054,ZTF21accwevc,48.33157139,18.29418595,True,No Classification,0.426,0.178,0.262,0.134
713,0.379,0.27,0.341666667,0.009333333,ZTF21accuexh,35.79805096,14.38166552,True,SN Ia,0.422,0.18,0.282,0.116
714,0.652,0.133333333,0.092,0.122666667,ZTF21abtxqza,38.05813745,14.94879258,True,SN Ia,0.588,0.08,0.292,0.04
715,0.327666667,0.420666667,0.243666667,0.008,ZTF21abxmxut,69.79796421,-3.91435323,True,SN II,0.216,0.292,0.128,0.364
716,0.446333333,0.292666667,0.257333333,0.003666667,ZTF21abxdzzr,74.78986469,6.21698523,True,No Classification,0.354,0.244,0.212,0.19
717,0.395,0.352333333,0.244333333,0.008333333,ZTF21acaranm,,,False,Other,0.256,0.2,0.232,0.312
718,0.149666667,0.150333333,0.698,0.002,ZTF21abzdkcm,116.1692359,44.14443048,True,No Classification,0.154,0.298,0.312,0.236
719,0.262666667,0.38,0.326666667,0.030666667,ZTF21acbxreh,108.2047669,15.33072802,True,Object Not Found,0.134,0.276,0.3,0.29
720,0.478333333,0.131,0.316333333,0.074333333,ZTF21acbxtqq,109.9485144,32.13279931,True,SN Ia,0.48,0.13,0.22,0.17
721,0.367666667,0.319666667,0.308333333,0.004333333,ZTF21abyrmvk,105.4938123,38.96207499,True,No Classification,0.228,0.24,0.186,0.346
722,0.364666667,0.318333333,0.315,0.002,ZTF18aafpfwr,104.3444486,21.67080536,True,SN Ia,0.356,0.246,0.242,0.156
723,0.565333333,0.181333333,0.207,0.046333333,ZTF17aadlxmv,127.4481744,33.90650183,True,SN Ia,0.42,0.224,0.268,0.088
724,0.350333333,0.362666667,0.273,0.014,ZTF19adcbzyz,151.1984122,14.77930964,True,Object Not Found,0.13,0.396,0.264,0.21
725,0.684666667,0.081666667,0.201,0.032666667,ZTF21abwdzio,36.34930305,-18.2462101,True,Object Not Found,0.456,0.176,0.2,0.168
726,0.377666667,0.237333333,0.362333333,0.022666667,ZTF18acdwuhy,282.7933537,64.51599627,True,Object Not Found,0.368,0.242,0.162,0.228
727,0.503666667,0.13,0.311,0.055333333,ZTF21acbouvu,246.0745047,31.20208873,True,Object Not Found,0.43,0.2,0.246,0.124
728,0.513666667,0.182666667,0.218666667,0.085,ZTF21abuyyxi,292.4821651,-23.92197188,True,Object Not Found,0.434,0.14,0.306,0.12
729,0.61,0.120333333,0.221,0.048666667,ZTF21abwtybk,342.8239029,21.13429273,True,Object Not Found,0.578,0.11,0.228,0.084
730,0.411666667,0.240333333,0.322,0.026,ZTF21accoqbe,298.5477907,47.90935856,True,Object Not Found,0.45,0.14,0.27,0.14
731,0.322333333,0.370333333,0.292333333,0.015,ZTF21acegkxi,318.3025741,37.03835956,True,Object Not Found,0.5,0.126,0.304,0.07
732,0.491333333,0.143,0.286,0.079666667,ZTF21accoegv,327.3674697,22.18648218,True,Object Not Found,0.376,0.198,0.206,0.22
733,0.355,0.388666667,0.221333333,0.035,ZTF21acdoyqt,278.9518874,22.46418438,True,Object Not Found,0.358,0.252,0.234,0.156
734,0.383,0.147,0.431666667,0.038333333,ZTF21abybgjx,346.0399916,-6.42181675,True,Object Not Found,0.308,0.224,0.32,0.148
735,0.496,0.099333333,0.325,0.079666667,ZTF21accfmuq,329.6583007,-19.50051986,True,Object Not Found,0.416,0.144,0.32,0.12
736,0.355666667,0.345333333,0.289,0.01,ZTF21acchbmn,356.6716083,26.74594166,True,Object Not Found,0.46,0.206,0.226,0.108
737,0.522666667,0.141,0.294,0.042333333,ZTF21accofbt,339.0052767,48.05576083,True,Object Not Found,0.282,0.144,0.366,0.208
738,0.183666667,0.197666667,0.587333333,0.031333333,ZTF21accbxzk,331.9206358,17.8810164,True,Object Not Found,0.424,0.154,0.37,0.052
739,0.446666667,0.117,0.326666667,0.109666667,ZTF21accaciy,335.0556185,41.77097206,True,Object Not Found,0.366,0.206,0.206,0.222
740,0.088,0.172,0.712666667,0.027333333,ZTF18abeyqpr,266.0564491,66.71291739,True,Object Not Found,0.25,0.078,0.558,0.114
741,0.477333333,0.115333333,0.318666667,0.088666667,ZTF21acceurr,59.57265563,-5.37596504,True,Object Not Found,0.334,0.146,0.254,0.266
742,0.178666667,0.562,0.123666667,0.135666667,ZTF21abxduvc,51.53531155,18.18021746,True,Object Not Found,0.088,0.246,0.124,0.542
743,0.448333333,0.223333333,0.310333333,0.018,ZTF21acblyia,49.74992788,18.26978116,True,Object Not Found,0.254,0.204,0.354,0.188
744,0.372,0.303666667,0.308666667,0.015666667,ZTF21acbdroi,74.42571669,57.82442234,True,Object Not Found,0.31,0.244,0.214,0.232
745,0.270333333,0.343666667,0.349,0.037,ZTF21acceqdf,80.75679501,45.3643681,True,Object Not Found,0.37,0.102,0.502,0.026
746,0.461666667,0.212333333,0.251,0.075,ZTF21acbxujd,100.7428382,72.10318103,True,Object Not Found,0.406,0.164,0.196,0.234
747,0.342,0.28,0.359666667,0.018333333,ZTF21acczekj,86.34180635,51.33276638,True,Object Not Found,0.27,0.206,0.366,0.158
748,0.384666667,0.149333333,0.401666667,0.064333333,ZTF21accyynu,,,False,Object Not Found,0.488,0.106,0.356,0.05
749,0.260333333,0.194666667,0.484666667,0.060333333,ZTF18abfeadl,257.9706231,72.42085418,True,Object Not Found,0.306,0.206,0.368,0.12
750,0.362333333,0.320333333,0.281666667,0.035666667,ZTF18abfekgm,291.6896754,69.51511142,True,Object Not Found,0.344,0.22,0.256,0.18
751,0.330333333,0.378,0.286,0.005666667,ZTF21acafqtj,112.2378371,20.58062013,True,Object Not Found,0.23,0.33,0.15,0.29
752,0.182,0.261,0.466333333,0.090666667,ZTF18abfzfcv,239.1085611,46.90173574,True,Object Not Found,0.292,0.122,0.492,0.094
753,0.539333333,0.145,0.285,0.030666667,ZTF18abglpdy,245.9588157,41.62146682,True,Object Not Found,0.438,0.108,0.328,0.126
754,0.681,0.122666667,0.184666667,0.011666667,ZTF18aawjywv,268.7506328,42.89908818,True,Object Not Found,0.434,0.174,0.33,0.062
755,0.543666667,0.146333333,0.293,0.017,ZTF18abglikj,243.1248998,42.29286682,True,Object Not Found,0.412,0.13,0.312,0.146
756,0.191666667,0.097666667,0.703333333,0.007333333,ZTF18abhhnnv,252.4907298,27.64101178,True,Object Not Found,0.18,0.096,0.618,0.106
757,0.428,0.263666667,0.296,0.012333333,ZTF18abhhfhe,227.3885497,70.78335679,True,Object Not Found,0.378,0.212,0.246,0.164
758,0.287333333,0.451333333,0.19,0.071333333,ZTF18abdkxif,312.5793683,46.99674208,True,Object Not Found,0.306,0.13,0.476,0.088
759,0.608,0.170333333,0.213666667,0.008,ZTF18abjtgdo,226.0975792,61.62121568,True,Object Not Found,0.554,0.132,0.216,0.098
760,0.145666667,0.26,0.122666667,0.471666667,ZTF18abjgrod,,,False,Object Not Found,0.148,0.196,0.304,0.352
761,0.722333333,0.109,0.063666667,0.105,ZTF18abjvhec,226.3788841,30.91081548,True,Object Not Found,0.564,0.118,0.288,0.03
762,0.624,0.134,0.099333333,0.142666667,ZTF18abkhcwl,236.5312806,29.7330707,True,Object Not Found,0.53,0.17,0.2,0.1
763,0.621,0.081,0.255333333,0.042666667,ZTF18abkifng,242.4707325,65.93845134,True,Object Not Found,0.442,0.156,0.278,0.124
764,0.124,0.526,0.274,0.076,ZTF18abkmfaj,275.3109494,52.51174162,True,Object Not Found,0.164,0.274,0.22,0.342
765,0.749333333,0.095,0.085333333,0.070333333,ZTF18ablrljh,248.8438727,22.46844,True,Object Not Found,0.5,0.166,0.224,0.11
766,0.773333333,0.095333333,0.050666667,0.080666667,ZTF18abjgyyr,309.9168357,13.13661372,True,Object Not Found,0.498,0.084,0.372,0.046
767,0.593,0.078666667,0.123666667,0.204666667,ZTF18abcflnz,281.5601341,35.97240302,True,Object Not Found,0.422,0.186,0.28,0.112
768,0.432333333,0.167666667,0.234333333,0.165666667,ZTF18ablmflp,211.0933588,60.02690814,True,Object Not Found,0.47,0.154,0.304,0.072
769,0.622333333,0.124,0.232,0.021666667,ZTF18ablmhjv,244.2140913,57.13243361,True,Object Not Found,0.422,0.126,0.294,0.158
770,0.521333333,0.094,0.167333333,0.217333333,ZTF18ablqjul,226.9102049,38.21300214,True,Object Not Found,0.464,0.14,0.216,0.18
771,0.553333333,0.091333333,0.297,0.058333333,ZTF18ablqkud,249.4163953,25.31996649,True,Object Not Found,0.372,0.114,0.442,0.072
772,0.563,0.110666667,0.302,0.024333333,ZTF18ablqlzp,234.1347202,41.79931211,True,Object Not Found,0.468,0.172,0.23,0.13
773,0.307,0.204666667,0.082666667,0.405666667,ZTF18ablrzdl,9.19248783,41.35397593,True,Object Not Found,0.234,0.238,0.184,0.344
774,0.669666667,0.073,0.231666667,0.025666667,ZTF18abltaxf,223.6580857,69.64671533,True,Object Not Found,0.45,0.198,0.254,0.098
775,0.327,0.199666667,0.229666667,0.243666667,ZTF18abltfho,256.1927236,38.23555854,True,Object Not Found,0.24,0.328,0.164,0.268
776,0.511666667,0.136,0.161,0.191333333,ZTF18ablvpuj,252.7115139,62.72936108,True,Object Not Found,0.31,0.108,0.482,0.1
777,0.591,0.106666667,0.266333333,0.036,ZTF18abmkaps,254.6177599,11.47722826,True,Object Not Found,0.498,0.086,0.354,0.062
778,0.551333333,0.12,0.312333333,0.016333333,ZTF18abmjvuf,230.3065189,30.63700183,True,Object Not Found,0.348,0.112,0.388,0.152
779,0.262666667,0.112666667,0.611333333,0.013333333,ZTF18abmjyvo,244.9337476,50.54838885,True,Object Not Found,0.24,0.132,0.55,0.078
780,0.536333333,0.171333333,0.265333333,0.027,ZTF18abltbrd,254.8928638,46.71065255,True,Object Not Found,0.326,0.194,0.24,0.24
781,0.670666667,0.122666667,0.067333333,0.139333333,ZTF18abmmdif,270.1459332,61.69617594,True,Object Not Found,0.636,0.084,0.262,0.018
782,0.539,0.103,0.184333333,0.173666667,ZTF18aahatvc,230.5190566,30.04882367,True,Object Not Found,0.482,0.18,0.236,0.102
783,0.389,0.224,0.127666667,0.259333333,ZTF18aaxkjmm,236.3711835,35.85531433,True,Object Not Found,0.352,0.232,0.3,0.116
784,0.393,0.154333333,0.428,0.024666667,ZTF18abdmost,240.1202458,51.64242816,True,Object Not Found,0.354,0.184,0.308,0.154
785,0.495333333,0.112333333,0.226666667,0.165666667,ZTF18abdrmin,222.0258246,63.2165999,True,SN Ia,0.462,0.152,0.334,0.052
786,0.288,0.151,0.325333333,0.235666667,ZTF18abmwnov,3.75844406,34.80833073,True,SN Ia,0.52,0.112,0.32,0.048
787,0.428,0.157666667,0.355333333,0.059,ZTF18abmxahs,257.5461183,21.64959564,True,SN Ia,0.452,0.176,0.302,0.07
788,0.607666667,0.082,0.138666667,0.171666667,ZTF18abmxdhb,251.3709251,65.2397569,True,SN Ia,0.558,0.164,0.18,0.098
789,0.551,0.199,0.230333333,0.019666667,ZTF18abmxmsv,282.0787235,30.60668172,True,SN Ia,0.486,0.128,0.332,0.054
790,0.225333333,0.654666667,0.073333333,0.046666667,ZTF18abimhfu,240.1419015,31.63654607,True,SN II,0.228,0.226,0.344,0.202
791,0.566,0.162,0.161666667,0.110333333,ZTF18abdiwpt,213.07792,62.64262322,True,SN Ia,0.554,0.086,0.33,0.03
792,0.227,0.14,0.619,0.014,ZTF18abfzhct,254.7200751,45.2921122,True,SN Ic,0.276,0.068,0.612,0.044
793,0.042333333,0.826,0.118,0.013666667,ZTF18aawyjjq,263.0573222,36.07452653,True,SN II,0.136,0.45,0.154,0.26
794,0.557,0.112,0.291,0.04,ZTF18abcsgvj,266.1027982,55.17492579,True,SN Ia,0.592,0.108,0.252,0.048
795,0.244333333,0.273,0.448666667,0.034,ZTF18abnwdwh,263.950383,64.35238495,True,Object Not Found,0.162,0.242,0.286,0.31
796,0.591333333,0.146,0.246666667,0.016,ZTF18abnwhuf,,,False,Object Not Found,0.252,0.156,0.344,0.248
797,0.378333333,0.208333333,0.400666667,0.012666667,ZTF18abojpnr,297.4876217,59.59311048,True,SN IIb,0.242,0.284,0.24,0.234
798,0.356333333,0.152333333,0.422333333,0.069,ZTF18abntsgz,328.6501742,18.11483734,True,SN Ia,0.368,0.144,0.404,0.084
799,0.445333333,0.141333333,0.222333333,0.191,ZTF18abpaywm,277.8884664,49.81705716,True,SN Ia,0.456,0.218,0.234,0.092
800,0.704,0.111666667,0.152,0.032333333,ZTF18abpmmpo,251.9771396,42.9684353,True,SN Ia,0.554,0.124,0.226,0.096
801,0.45,0.201666667,0.329666667,0.018666667,ZTF18abqkqdm,,,False,Object Not Found,0.25,0.158,0.358,0.234
802,0.334333333,0.298666667,0.360333333,0.006666667,ZTF18abqycua,13.17342989,14.87580337,True,Object Not Found,0.504,0.136,0.268,0.092
803,0.526666667,0.154333333,0.146333333,0.172666667,ZTF18abrfccm,26.8630728,0.96758722,True,Object Not Found,0.39,0.262,0.184,0.164
804,0.387666667,0.315,0.289,0.008333333,ZTF18abrwqti,251.9717008,36.53379008,True,Object Not Found,0.268,0.16,0.308,0.264
805,0.362666667,0.169333333,0.458333333,0.009666667,ZTF18abrxwon,297.7003559,64.92303228,True,Object Not Found,0.372,0.23,0.284,0.114
806,0.368666667,0.226333333,0.27,0.135,ZTF18absccoi,333.1877621,13.03168757,True,Object Not Found,0.382,0.172,0.194,0.252
807,0.394666667,0.089,0.485,0.031333333,ZTF18absdgon,260.9577551,46.30083422,True,Object Not Found,0.572,0.126,0.218,0.084
808,0.329333333,0.343333333,0.321,0.006333333,ZTF18absmevl,279.8341432,7.17376744,True,Object Not Found,0.368,0.204,0.3,0.128
809,0.274333333,0.262,0.457666667,0.006,ZTF18absquza,36.47671735,16.28904332,True,Object Not Found,0.254,0.16,0.448,0.138
810,0.030666667,0.089333333,0.041333333,0.838666667,ZTF18abszecm,,,False,Object Not Found,0.054,0.194,0.07,0.682
811,0.337,0.282666667,0.355,0.025333333,ZTF18abtfdga,343.3478209,14.85463455,True,Object Not Found,0.178,0.2,0.31,0.312
812,0.397,0.299,0.293333333,0.010666667,ZTF18abtgzie,64.2250706,45.3522009,True,Object Not Found,0.196,0.168,0.37,0.266
813,0.368333333,0.298666667,0.294333333,0.038666667,ZTF18abtlxae,4.68697471,35.04663547,True,Object Not Found,0.292,0.196,0.27,0.242
814,0.326333333,0.304333333,0.364666667,0.004666667,ZTF18abtwylf,,,False,Object Not Found,0.316,0.234,0.298,0.152
815,0.283,0.238666667,0.413333333,0.065,ZTF18abukavn,250.9509936,41.04542525,True,Object Not Found,0.324,0.106,0.49,0.08
816,0.052,0.570333333,0.230666667,0.147,ZTF18abuqtio,239.5191681,30.51967923,True,Object Not Found,0.086,0.28,0.24,0.394
817,0.370666667,0.299,0.297333333,0.033,ZTF18abvctat,,,False,Object Not Found,0.246,0.168,0.25,0.336
818,0.381333333,0.278333333,0.324,0.016333333,ZTF18abvnqqk,271.6241262,42.00807498,True,Object Not Found,0.466,0.132,0.294,0.108
819,0.385333333,0.302666667,0.279666667,0.032333333,ZTF18aakpbhx,174.6908044,54.98162636,True,Object Not Found,0.284,0.24,0.234,0.242
820,0.021666667,0.082,0.030666667,0.865666667,ZTF18aautopz,,,False,Object Not Found,0.014,0.224,0.064,0.698
821,0.708666667,0.097666667,0.157666667,0.036,ZTF18aavrzxp,215.4464853,48.16624482,True,Object Not Found,0.524,0.102,0.326,0.048
822,0.295333333,0.164666667,0.530666667,0.009333333,ZTF18aaxokeg,195.4804384,22.77131675,True,Object Not Found,0.24,0.222,0.462,0.076
823,0.361,0.318666667,0.303333333,0.017,ZTF18abwejxi,350.499362,41.46808631,True,Object Not Found,0.278,0.21,0.234,0.278
824,0.404666667,0.211,0.352,0.032333333,ZTF18aajgowk,165.5498713,22.59963947,True,Object Not Found,0.368,0.154,0.4,0.078
825,0.416,0.159333333,0.082333333,0.342333333,ZTF18abxbhov,110.068575,41.34574669,True,Object Not Found,0.336,0.274,0.23,0.16
826,0.0,0.0,0.0,1.0,ZTF18abxbmqh,,,False,Object Not Found,0.014,0.122,0.036,0.828
827,0.037333333,0.503,0.191,0.268666667,ZTF18abytyif,102.7743985,12.91490852,True,Object Not Found,0.048,0.306,0.192,0.454
828,0.242,0.198666667,0.102,0.457333333,ZTF18abwhsnx,359.4931887,29.8052828,True,Object Not Found,0.236,0.168,0.352,0.244
829,0.501,0.137333333,0.235,0.126666667,ZTF18aaxcntm,247.0482003,39.82192436,True,Object Not Found,0.432,0.12,0.38,0.068
830,0.089666667,0.482333333,0.096666667,0.331333333,ZTF18acaqdaa,262.0163786,30.69210414,True,Object Not Found,0.034,0.31,0.082,0.574
831,0.578333333,0.137666667,0.164,0.12,ZTF18aayjyub,,,False,Object Not Found,0.542,0.16,0.228,0.07
832,0.366333333,0.486666667,0.114333333,0.032666667,ZTF18acajsak,32.55671671,54.51162837,True,Object Not Found,0.282,0.232,0.264,0.222
833,0.589333333,0.129666667,0.097666667,0.183333333,ZTF18aaybfsd,230.718216,38.44861769,True,Object Not Found,0.444,0.128,0.354,0.074
