,SNIa_Probability,SNII_Probability,SNIbc_Probability,SLSN_Probability,ZTF_ID,host_ra,hostdec,has_host?,TNS_Classification,Alerce_SNIa_Probability,Alerce_SNII_Probability,Alerce_SNIbc_Probability,Alerce_SLSN_Probability
0,0.674333333,0.102,0.166,0.057666667,ZTF21abujefa,262.6759935,41.5490629,True,SN Ia-91T-like,0.5,0.194,0.168,0.138
1,0.212333333,0.304,0.458,0.025666667,ZTF21acbqmnb,311.3053037,20.51619985,True,Object Not Found,0.378,0.164,0.386,0.072
2,0.551,0.114666667,0.263,0.071333333,ZTF21abykimo,259.8424086,39.10684983,True,No Classification,0.308,0.166,0.186,0.34
3,0.486,0.182333333,0.251333333,0.080333333,ZTF21abvrdaz,294.5239414,79.27424033,True,No Classification,0.324,0.192,0.236,0.248
4,0.475666667,0.155333333,0.210666667,0.158333333,ZTF21abtpqkv,219.4260226,57.44961916,True,No Classification,0.472,0.146,0.228,0.154
5,0.597333333,0.175666667,0.126666667,0.100333333,ZTF21abfnfdw,214.815028,26.30390191,True,SN Ia,0.474,0.16,0.284,0.082
6,0.637333333,0.149,0.187333333,0.026333333,ZTF21abvtfxn,315.6983196,-25.8995495,True,SN Ia,0.428,0.166,0.276,0.13
7,0.362666667,0.315666667,0.318333333,0.003333333,ZTF21abvtkcx,323.0518386,-10.41054024,True,No Classification,0.33,0.182,0.226,0.262
8,0.602666667,0.213,0.119,0.065333333,ZTF21abqgbau,288.6295595,-21.31882431,True,SN Ia,0.446,0.19,0.23,0.134
9,0.684,0.12,0.13,0.066,ZTF21abmspzt,246.562013,56.70151325,True,Object Not Found,0.494,0.182,0.224,0.1
10,0.671,0.129,0.182666667,0.017333333,ZTF21abvuclg,351.0999917,45.4758275,True,Object Not Found,0.508,0.122,0.25,0.12
11,0.632333333,0.118333333,0.149,0.100333333,ZTF21abwprfg,267.0936068,33.69019215,True,Object Not Found,0.68,0.088,0.15,0.082
12,0.357333333,0.295333333,0.345333333,0.002,ZTF21abvbfmj,323.7065961,19.30354304,True,Object Not Found,0.358,0.204,0.266,0.172
13,0.397666667,0.376666667,0.216,0.009666667,ZTF21acaxrme,309.5846439,5.43916224,True,Object Not Found,0.216,0.174,0.312,0.298
14,0.606,0.160666667,0.224666667,0.008666667,ZTF21abyarjp,227.3885497,70.78335679,True,Object Not Found,0.302,0.238,0.186,0.274
15,0.365666667,0.287,0.344333333,0.003,ZTF21abvtpoc,356.0201052,25.39339849,True,Object Not Found,0.422,0.146,0.284,0.148
16,0.417333333,0.27,0.283,0.029666667,ZTF21abwouwa,233.9594217,37.52344144,True,Object Not Found,0.334,0.188,0.186,0.292
17,0.450666667,0.096333333,0.426666667,0.026333333,ZTF21acapxdf,51.92726368,39.4672742,True,Object Not Found,0.43,0.192,0.234,0.144
18,0.263333333,0.094666667,0.628666667,0.013333333,ZTF21abuvury,269.8117544,68.88264302,True,Object Not Found,0.512,0.114,0.336,0.038
19,0.277333333,0.34,0.343333333,0.039333333,ZTF21abujddb,275.073526,-12.63304136,True,Object Not Found,0.436,0.124,0.364,0.076
20,0.596666667,0.095333333,0.232666667,0.075333333,ZTF21abyazip,281.4516288,31.66517328,True,Object Not Found,0.552,0.07,0.324,0.054
21,0.554333333,0.125333333,0.197666667,0.122666667,ZTF21abxzzys,248.9610681,38.37588121,True,Object Not Found,0.468,0.114,0.302,0.116
22,0.608666667,0.120666667,0.236333333,0.034333333,ZTF21abuwmgy,321.7823151,4.05662681,True,Object Not Found,0.328,0.24,0.222,0.21
23,0.506333333,0.16,0.225666667,0.108,ZTF21abscanv,228.5595768,74.02387908,True,No Classification,0.366,0.166,0.262,0.206
24,0.359333333,0.159,0.128,0.353666667,ZTF21aboukxu,,,False,No Classification,0.234,0.214,0.192,0.36
25,0.468,0.210666667,0.196666667,0.124666667,ZTF21acbgzzv,292.4076286,50.81187727,True,No Classification,0.202,0.264,0.268,0.266
26,0.693333333,0.096666667,0.167,0.043,ZTF21abrhujh,,,False,No Classification,0.484,0.142,0.23,0.144
27,0.205,0.218,0.559,0.018,ZTF21abmpnui,315.5520241,-20.64195267,True,SN Ia,0.216,0.252,0.428,0.104
28,0.716,0.096333333,0.167333333,0.020333333,ZTF21abrotmc,322.3869317,8.07924118,True,SN Ia,0.5,0.138,0.312,0.05
29,0.358,0.291,0.348,0.003,ZTF21abvjmqr,339.4428658,12.8163721,True,No Classification,0.258,0.196,0.15,0.396
30,0.588666667,0.106333333,0.198666667,0.106333333,ZTF21abxtthp,2.26568028,33.11013223,True,No Classification,0.378,0.156,0.282,0.184
31,0.613,0.106333333,0.263333333,0.017333333,ZTF21abqnusz,344.2875323,24.7637293,True,No Classification,0.3,0.118,0.426,0.156
32,0.367666667,0.123666667,0.076,0.432666667,ZTF21abplgag,334.5880647,6.12147098,True,SN Ia,0.462,0.158,0.246,0.134
33,0.546,0.138666667,0.283333333,0.032,ZTF21acasbcr,263.08291,7.94099056,True,No Classification,0.346,0.142,0.284,0.228
34,0.217666667,0.113666667,0.039333333,0.629333333,ZTF21abqoodm,353.0379372,50.21161452,True,No Classification,0.396,0.228,0.154,0.222
35,0.567666667,0.122,0.187,0.123333333,ZTF21abvbgaa,326.8867348,27.29366279,True,No Classification,0.31,0.222,0.186,0.282
36,0.569666667,0.211333333,0.058666667,0.160333333,ZTF21abpvssa,343.0667319,43.11400528,True,SN Ia-pec,0.33,0.222,0.334,0.114
37,0.422666667,0.285666667,0.288666667,0.003,ZTF21abpsann,9.12861818,21.0007084,True,No Classification,0.532,0.134,0.218,0.116
38,0.788,0.082,0.076,0.054,ZTF21abmwghp,331.100127,-23.57685099,True,Object Not Found,0.534,0.116,0.27,0.08
39,0.645,0.112666667,0.222666667,0.019666667,ZTF21absvjjq,358.8945775,39.66753406,True,Object Not Found,0.488,0.096,0.356,0.06
40,0.623666667,0.124666667,0.141333333,0.110333333,ZTF21abrxgiv,355.6739842,37.62385428,True,Object Not Found,0.462,0.094,0.404,0.04
41,0.475666667,0.116,0.297666667,0.110666667,ZTF21acbvwej,32.38908505,-1.13771546,True,Object Not Found,0.348,0.208,0.222,0.222
42,0.724666667,0.101666667,0.130666667,0.043,ZTF21abqixak,,,False,Object Not Found,0.54,0.108,0.3,0.052
43,0.197333333,0.64,0.096666667,0.066,ZTF21abpbbvm,354.457941,-22.06627894,True,Object Not Found,0.202,0.306,0.206,0.286
44,0.319,0.168666667,0.386333333,0.126,ZTF21abiuvdk,0.82027612,16.14229813,True,Object Not Found,0.302,0.262,0.236,0.2
45,0.386666667,0.348666667,0.202333333,0.062333333,ZTF21acaqcrw,,,False,Object Not Found,0.412,0.162,0.144,0.282
46,0.452,0.155,0.31,0.083,ZTF21acaohho,44.19690076,0.73212002,True,Object Not Found,0.488,0.152,0.242,0.118
47,0.631333333,0.12,0.23,0.018666667,ZTF21absmmug,307.354143,74.64034839,True,Object Not Found,0.466,0.13,0.322,0.082
48,0.224333333,0.539,0.163333333,0.073333333,ZTF21abtcftb,54.87839571,-18.68816667,True,Object Not Found,0.104,0.496,0.142,0.258
49,0.583666667,0.092333333,0.196666667,0.127333333,ZTF21abwqopp,293.8337497,61.6218481,True,Object Not Found,0.468,0.178,0.222,0.132
50,0.475,0.110666667,0.380666667,0.033666667,ZTF21acaqdnb,77.7760718,-17.9241846,True,Object Not Found,0.436,0.16,0.256,0.148
51,0.723666667,0.087333333,0.181333333,0.007666667,ZTF21abrxwvv,316.2514589,-5.6155077,True,Object Not Found,0.616,0.096,0.238,0.05
52,0.546,0.158,0.273666667,0.022333333,ZTF21acafsjy,,,False,Object Not Found,0.494,0.142,0.164,0.2
53,0.070333333,0.513666667,0.100333333,0.315666667,ZTF21abbctse,312.9147941,-17.88504229,True,Object Not Found,0.054,0.248,0.076,0.622
54,0.276,0.191,0.076,0.457,ZTF21abouznj,28.97095157,-10.47197683,True,Object Not Found,0.382,0.222,0.222,0.174
55,0.116,0.658,0.103,0.123,ZTF21abjvwdj,9.88914831,12.2459762,True,Object Not Found,0.17,0.368,0.25,0.212
56,0.655,0.097666667,0.232333333,0.015,ZTF21abswspl,43.73744407,41.1256268,True,Object Not Found,0.388,0.126,0.398,0.088
57,0.553666667,0.164333333,0.066666667,0.215333333,ZTF21abrpdsp,60.93220058,13.2455155,True,Object Not Found,0.482,0.136,0.324,0.058
58,0.196666667,0.512,0.137333333,0.154,ZTF21abrpeix,60.62687884,12.59328652,True,Object Not Found,0.266,0.29,0.384,0.06
59,0.339333333,0.371666667,0.278666667,0.010333333,ZTF21acceboj,79.08778943,-13.47843123,True,Object Not Found,0.282,0.326,0.23,0.162
60,0.169,0.212,0.618,0.001,ZTF21abtzbpu,107.0767612,26.4937558,True,Object Not Found,0.212,0.398,0.23,0.16
61,0.107666667,0.537333333,0.266,0.089,ZTF19abucwzt,106.9972927,31.66380971,True,Object Not Found,0.058,0.348,0.366,0.228
62,0.180333333,0.328333333,0.47,0.021333333,ZTF21abvycsl,241.7067475,-11.53771542,True,Object Not Found,0.274,0.224,0.41,0.092
63,0.544666667,0.167666667,0.162333333,0.125333333,ZTF21abuljqs,7.56495392,27.46027345,True,Object Not Found,0.248,0.2,0.184,0.368
64,0.490333333,0.145666667,0.258666667,0.105333333,ZTF21abwdasa,339.426592,15.89312663,True,Object Not Found,0.266,0.246,0.16,0.328
65,0.369,0.317666667,0.307333333,0.006,ZTF21abxlkbd,14.80491234,87.14570054,True,Object Not Found,0.262,0.222,0.26,0.256
66,0.415333333,0.126,0.426333333,0.032333333,ZTF21acaegsr,68.90915989,-13.22315801,True,Object Not Found,0.476,0.166,0.268,0.09
67,0.327,0.385666667,0.280666667,0.006666667,ZTF21abxnghi,109.3091961,43.68395366,True,Object Not Found,0.4,0.23,0.236,0.134
68,0.162333333,0.343333333,0.103666667,0.390666667,ZTF21abpjpxr,335.9210022,19.73498963,True,Object Not Found,0.49,0.182,0.192,0.136
69,0.554,0.128333333,0.174,0.143666667,ZTF21abqfkpm,259.1714229,46.67708566,True,Object Not Found,0.382,0.184,0.192,0.242
70,0.535333333,0.173,0.277333333,0.014333333,ZTF21abwkxmm,343.6465808,1.04133337,True,Object Not Found,0.316,0.176,0.214,0.294
71,0.633,0.128666667,0.204333333,0.034,ZTF21abvichg,346.3400719,5.41319009,True,Object Not Found,0.498,0.12,0.226,0.156
72,0.171666667,0.229666667,0.569,0.029666667,ZTF21abcgaln,284.2156857,36.62646649,True,Object Not Found,0.222,0.234,0.468,0.076
73,0.215,0.170333333,0.452,0.162666667,ZTF21abujgmr,257.7821566,72.48887406,True,Object Not Found,0.256,0.242,0.314,0.188
74,0.205666667,0.259666667,0.086,0.448666667,ZTF21abplgaj,,,False,Object Not Found,0.152,0.294,0.086,0.468
75,0.535666667,0.155,0.199333333,0.11,ZTF21abxpnea,349.2972765,33.70581021,True,Object Not Found,0.274,0.216,0.204,0.306
76,0.375666667,0.373666667,0.238,0.012666667,ZTF20acjeyur,62.36265706,3.56892586,True,Object Not Found,0.08,0.336,0.192,0.392
77,0.476666667,0.129,0.192333333,0.202,ZTF21abuetwv,26.73374909,43.52718368,True,Object Not Found,0.456,0.176,0.256,0.112
78,0.136,0.659333333,0.123333333,0.081333333,ZTF21abpmlxu,43.09603725,-18.69867281,True,Object Not Found,0.066,0.338,0.066,0.53
79,0.363333333,0.316,0.284,0.036666667,ZTF21abxdivi,43.84567695,1.30663184,True,Object Not Found,0.264,0.198,0.194,0.344
80,0.520666667,0.094666667,0.303333333,0.081333333,ZTF21abziuna,28.72489473,33.84089366,True,Object Not Found,0.544,0.134,0.174,0.148
81,0.561,0.110666667,0.083,0.245333333,ZTF21abrylwg,328.4442469,17.17223914,True,Object Not Found,0.588,0.082,0.28,0.05
82,0.291333333,0.328,0.341,0.039666667,ZTF21abwqrra,,,False,Object Not Found,0.392,0.202,0.342,0.064
83,0.593333333,0.166333333,0.229333333,0.011,ZTF21abwdqrn,85.41450978,72.68101825,True,Object Not Found,0.41,0.154,0.21,0.226
84,0.276,0.248,0.469333333,0.006666667,ZTF21abubslm,344.0521081,29.67896935,True,Object Not Found,0.27,0.164,0.43,0.136
85,0.147666667,0.336,0.271333333,0.245,ZTF21abrgbex,245.2957736,36.06852636,True,Object Not Found,0.332,0.2,0.308,0.16
86,0.505333333,0.108,0.355333333,0.031333333,ZTF21abzxxic,288.8435747,-21.9847409,True,Object Not Found,0.438,0.166,0.278,0.118
87,0.436,0.101,0.429333333,0.033666667,ZTF21abqfttg,277.7921527,26.95509622,True,Object Not Found,0.356,0.106,0.472,0.066
88,0.261333333,0.243,0.438666667,0.057,ZTF21abtpwuk,268.758219,-0.86299815,True,Object Not Found,0.338,0.24,0.304,0.118
89,0.599333333,0.125,0.265333333,0.010333333,ZTF21abvgprv,356.144174,29.23267057,True,Object Not Found,0.414,0.186,0.23,0.17
90,0.616333333,0.115333333,0.216,0.052333333,ZTF21abvuuea,7.4367603,32.56645041,True,Object Not Found,0.268,0.222,0.134,0.376
91,0.543333333,0.133666667,0.203,0.12,ZTF21abuibjs,76.58097657,22.51247486,True,Object Not Found,0.442,0.156,0.276,0.126
92,0.292333333,0.304,0.398,0.005666667,ZTF20aauxano,,,False,Object Not Found,0.342,0.206,0.296,0.156
93,0.352,0.134333333,0.473333333,0.040333333,ZTF21abulsgn,114.9033791,49.95705973,True,Object Not Found,0.276,0.224,0.454,0.046
94,0.255,0.376666667,0.353333333,0.015,ZTF21abtdlno,110.1024827,32.84968429,True,Object Not Found,0.162,0.362,0.336,0.14
95,0.484,0.193333333,0.253333333,0.069333333,ZTF21abowrey,256.2076761,-24.0634029,True,Object Not Found,0.52,0.15,0.262,0.068
96,0.378,0.293666667,0.313333333,0.015,ZTF21abmssta,244.5894323,45.08092206,True,Object Not Found,0.4,0.134,0.324,0.142
97,0.297333333,0.130666667,0.556,0.016,ZTF21abutvjn,252.0042138,63.4160265,True,Object Not Found,0.236,0.112,0.522,0.13
98,0.413666667,0.255666667,0.321333333,0.009333333,ZTF21absbrag,219.6063381,28.58745565,True,Object Not Found,0.506,0.118,0.268,0.108
99,0.284666667,0.440666667,0.198333333,0.076333333,ZTF21abjdjyj,261.0667357,-24.61491086,True,Object Not Found,0.174,0.22,0.248,0.358
100,0.228,0.311666667,0.435333333,0.025,ZTF21abvrrir,,,False,Object Not Found,0.388,0.166,0.376,0.07
101,0.478666667,0.162666667,0.217333333,0.141333333,ZTF21abuwadf,300.1450387,54.64779516,True,No Classification,0.418,0.174,0.254,0.154
102,0.339333333,0.122666667,0.518,0.02,ZTF21abvcxqv,45.3777026,43.67984161,True,No Classification,0.302,0.104,0.482,0.112
103,0.536,0.155666667,0.289,0.019333333,ZTF21abvdrrg,69.44360546,8.97251758,True,No Classification,0.394,0.182,0.296,0.128
104,0.654333333,0.145666667,0.183333333,0.016666667,ZTF21abubbdt,354.2419237,18.39252667,True,No Classification,0.326,0.178,0.288,0.208
105,0.62,0.081666667,0.269666667,0.028666667,ZTF21abrhtpk,297.0282863,59.22780801,True,No Classification,0.584,0.094,0.266,0.056
106,0.524333333,0.155333333,0.287666667,0.032666667,ZTF21abrxyli,,,False,No Classification,0.384,0.15,0.32,0.146
107,0.510666667,0.204333333,0.067,0.218,ZTF21ablkhgb,326.258748,42.01983071,True,No Classification,0.454,0.116,0.274,0.156
108,0.363333333,0.329666667,0.067333333,0.239666667,ZTF21abmbphp,,,False,No Classification,0.246,0.266,0.202,0.286
109,0.547666667,0.133333333,0.279666667,0.039333333,ZTF21abyvmae,321.8947653,5.59779437,True,No Classification,0.336,0.186,0.24,0.238
110,0.121666667,0.702666667,0.085,0.090666667,ZTF21abqvwzb,343.8631157,4.07883886,True,No Classification,0.19,0.298,0.166,0.346
111,0.638333333,0.111,0.231666667,0.019,ZTF21abtmczy,341.8431544,15.05925833,True,SN Ia,0.404,0.108,0.388,0.1
112,0.093,0.549,0.319,0.039,ZTF21abqjjge,0.89446329,-21.30900908,True,SN II,0.154,0.472,0.16,0.214
113,0.327,0.435666667,0.158666667,0.078666667,ZTF21abrpanc,33.78395716,51.59811155,True,No Classification,0.36,0.258,0.236,0.146
114,0.177,0.227666667,0.594,0.001333333,ZTF21abvpdjh,120.3906252,24.49019999,True,SN Ia,0.156,0.376,0.348,0.12
115,0.654666667,0.109,0.195333333,0.041,ZTF21absyome,259.2957289,24.72732046,True,Object Not Found,0.454,0.146,0.24,0.16
116,0.245,0.309333333,0.417333333,0.028333333,ZTF21acclnml,,,False,Object Not Found,0.372,0.176,0.362,0.09
117,0.107333333,0.586666667,0.164666667,0.141333333,ZTF21abqooyw,278.5830307,85.64022585,True,Object Not Found,0.172,0.222,0.214,0.392
118,0.563666667,0.141666667,0.177,0.117666667,ZTF21abrxfyg,350.3306403,34.12675241,True,Object Not Found,0.264,0.158,0.232,0.346
119,0.321,0.235,0.176666667,0.267333333,ZTF21abovtsc,83.67358852,20.24159458,True,Object Not Found,0.178,0.298,0.374,0.15
120,0.620333333,0.129666667,0.213666667,0.036333333,ZTF21abutvjt,249.7045157,27.87267968,True,Object Not Found,0.32,0.154,0.304,0.222
121,0.445,0.116,0.37,0.069,ZTF21abkavmp,235.8626127,7.91170942,True,Object Not Found,0.644,0.066,0.272,0.018
122,0.316,0.380666667,0.222666667,0.080666667,ZTF21abownzs,220.7895145,69.92394958,True,Object Not Found,0.132,0.19,0.16,0.518
123,0.123333333,0.529333333,0.254666667,0.092666667,ZTF21abcjpnm,241.7787366,47.44448693,True,Object Not Found,0.152,0.346,0.234,0.268
124,0.628,0.074666667,0.270666667,0.026666667,ZTF21abrgxgq,228.9675501,32.58803727,True,Object Not Found,0.478,0.154,0.276,0.092
125,0.542,0.126,0.297,0.035,ZTF21abrostq,349.9838446,25.85339915,True,Object Not Found,0.266,0.2,0.248,0.286
126,0.517,0.144,0.293333333,0.045666667,ZTF21abwgpgt,237.3854726,65.70286328,True,Object Not Found,0.482,0.172,0.212,0.134
127,0.422333333,0.341333333,0.230333333,0.006,ZTF21abqfllb,273.7540505,45.27730159,True,Object Not Found,0.296,0.246,0.202,0.256
128,0.375333333,0.303666667,0.309666667,0.011333333,ZTF21abvqzuu,260.3967679,64.32914067,True,Object Not Found,0.214,0.21,0.214,0.362
129,0.637,0.134666667,0.194666667,0.033666667,ZTF21abqtdxz,290.8079322,59.75725934,True,Object Not Found,0.298,0.212,0.226,0.264
130,0.712333333,0.096666667,0.175,0.016,ZTF21abtxglm,15.1888555,-21.4337312,True,Object Not Found,0.608,0.108,0.238,0.046
131,0.64,0.123666667,0.088666667,0.147666667,ZTF21abrpkzp,,,False,Object Not Found,0.574,0.086,0.312,0.028
132,0.585,0.094333333,0.291333333,0.029333333,ZTF21abrzdqc,22.9787297,6.0037174,True,Object Not Found,0.388,0.18,0.33,0.102
133,0.283,0.317666667,0.07,0.329333333,ZTF21abqvxni,27.96380748,1.18073426,True,Object Not Found,0.39,0.204,0.198,0.208
134,0.637,0.102333333,0.219333333,0.041333333,ZTF21abyakea,281.0950004,23.31832485,True,Object Not Found,0.59,0.062,0.328,0.02
135,0.672333333,0.114333333,0.144333333,0.069,ZTF21abuvqoi,259.2102017,44.0784869,True,Object Not Found,0.418,0.202,0.166,0.214
136,0.331333333,0.282333333,0.338,0.048333333,ZTF21abrthyb,,,False,Object Not Found,0.41,0.234,0.272,0.084
137,0.347333333,0.134333333,0.488333333,0.03,ZTF21acbgcma,249.9453612,32.5709052,True,Object Not Found,0.35,0.268,0.236,0.146
138,0.176,0.703333333,0.091666667,0.029,ZTF21abpphns,278.7800886,41.76282712,True,Object Not Found,0.266,0.218,0.21,0.306
139,0.330666667,0.377333333,0.23,0.062,ZTF21acckyiq,247.8529547,42.28402388,True,Object Not Found,0.114,0.266,0.202,0.418
140,0.170333333,0.520666667,0.239333333,0.069666667,ZTF21abtzlnh,246.1616773,41.02147044,True,Object Not Found,0.294,0.314,0.272,0.12
141,0.087,0.509666667,0.360333333,0.043,ZTF21abrpnjy,13.69256682,-1.98854302,True,Object Not Found,0.08,0.288,0.236,0.396
142,0.513,0.191333333,0.285666667,0.01,ZTF21abrdbbe,11.68542085,-1.29423179,True,Object Not Found,0.328,0.142,0.362,0.168
143,0.293333333,0.449666667,0.209,0.048,ZTF21abpwrfc,357.696932,3.81509174,True,Object Not Found,0.304,0.282,0.194,0.22
144,0.205666667,0.098666667,0.066,0.629666667,ZTF21abrzxdx,30.74192652,19.46725466,True,Object Not Found,0.07,0.246,0.062,0.622
145,0.457,0.140666667,0.372666667,0.029666667,ZTF21absagis,50.04219978,63.66332721,True,Object Not Found,0.422,0.178,0.31,0.09
146,0.578666667,0.087,0.305666667,0.028666667,ZTF21abtfogg,,,False,Object Not Found,0.51,0.078,0.356,0.056
147,0.365333333,0.297666667,0.332333333,0.004666667,ZTF21abwtyle,347.5800017,24.47663963,True,Object Not Found,0.342,0.168,0.328,0.162
148,0.325333333,0.142666667,0.501,0.031,ZTF21abxqdhy,345.4889296,17.35801084,True,Object Not Found,0.234,0.18,0.418,0.168
149,0.036666667,0.903333333,0.031666667,0.028333333,ZTF18aaaibml,152.1301671,9.23963915,True,Object Not Found,0.118,0.482,0.148,0.252
150,0.295666667,0.374666667,0.325666667,0.004,ZTF21acasoti,,,False,Object Not Found,0.398,0.164,0.366,0.072
151,0.097,0.793,0.036666667,0.073333333,ZTF21abrpfpg,53.13465755,36.0903886,True,Object Not Found,0.1,0.366,0.11,0.424
152,0.312666667,0.421,0.213666667,0.052666667,ZTF21abqvzbi,44.43484535,6.57342506,True,Object Not Found,0.182,0.332,0.156,0.33
153,0.279,0.330333333,0.309666667,0.081,ZTF21abplsmq,44.1957648,10.42505465,True,Object Not Found,0.382,0.152,0.376,0.09
154,0.241333333,0.309,0.427666667,0.022,ZTF21abvczhr,,,False,Object Not Found,0.292,0.15,0.474,0.084
155,0.742333333,0.127666667,0.074666667,0.055333333,ZTF21abqvyyz,,,False,Object Not Found,0.444,0.142,0.292,0.122
156,0.290333333,0.252,0.440333333,0.017333333,ZTF21abuvhfe,344.3252112,47.12833515,True,Object Not Found,0.352,0.116,0.512,0.02
157,0.552333333,0.133666667,0.205333333,0.108666667,ZTF21abtugbd,308.9607938,-0.11512401,True,Object Not Found,0.27,0.196,0.176,0.358
158,0.639,0.111333333,0.234333333,0.015333333,ZTF21abscohx,285.9047449,-27.40279058,True,Object Not Found,0.274,0.178,0.47,0.078
159,0.387333333,0.264333333,0.339333333,0.009,ZTF21abytuhx,251.8487423,35.5049373,True,Object Not Found,0.406,0.138,0.208,0.248
160,0.388333333,0.381333333,0.227333333,0.003,ZTF21abrgpdw,254.9769449,7.84673653,True,Object Not Found,0.332,0.204,0.21,0.254
161,0.590333333,0.098333333,0.260666667,0.050666667,ZTF21abuupgt,273.853496,40.69556635,True,Object Not Found,0.382,0.162,0.244,0.212
162,0.567,0.104666667,0.312333333,0.016,ZTF21abrgpyf,250.1482963,16.57059557,True,Object Not Found,0.414,0.14,0.226,0.22
163,0.664,0.132333333,0.153333333,0.050333333,ZTF21abrhggj,283.3133926,59.90139977,True,Object Not Found,0.682,0.084,0.204,0.03
164,0.567,0.102,0.31,0.021,ZTF21abtfjzb,291.5059193,36.92286687,True,Object Not Found,0.428,0.166,0.264,0.142
165,0.175,0.667,0.082666667,0.075333333,ZTF21abrhtwq,284.9195837,39.08771797,True,Object Not Found,0.174,0.37,0.164,0.292
166,0.532666667,0.205666667,0.201333333,0.060333333,ZTF21abqloil,298.1660246,-5.44975304,True,Object Not Found,0.216,0.14,0.326,0.318
167,0.221666667,0.172333333,0.121,0.485,ZTF21abotllt,293.7572889,32.01611045,True,Object Not Found,0.126,0.258,0.304,0.312
168,0.385,0.330333333,0.281,0.003666667,ZTF21abvawaj,278.990244,63.7273327,True,Object Not Found,0.334,0.194,0.23,0.242
169,0.505333333,0.165333333,0.311333333,0.018,ZTF18aaaqexr,175.7766227,15.56696872,True,Object Not Found,0.398,0.158,0.338,0.106
170,0.597333333,0.118666667,0.275666667,0.008333333,ZTF21abvbhul,276.0241587,30.23687014,True,Object Not Found,0.492,0.076,0.39,0.042
171,0.585666667,0.186666667,0.215666667,0.012,ZTF21abtucck,279.7056348,32.33596319,True,Object Not Found,0.442,0.132,0.342,0.084
172,0.396666667,0.278,0.248333333,0.077,ZTF21abypwuv,15.20418495,36.27526729,True,Object Not Found,0.296,0.226,0.216,0.262
173,0.505666667,0.098333333,0.348666667,0.047333333,ZTF21acasloo,263.2932312,22.44375834,True,Object Not Found,0.422,0.184,0.224,0.17
174,0.611,0.096333333,0.266,0.026666667,ZTF21abtaxhu,26.33027777,75.95925101,True,Object Not Found,0.258,0.28,0.282,0.18
175,0.567,0.173666667,0.244666667,0.014666667,ZTF21abqqveh,20.16872236,24.92624614,True,Object Not Found,0.282,0.176,0.336,0.206
176,0.405333333,0.346,0.243,0.005666667,ZTF21abpyalf,14.07042466,22.26512613,True,No Classification,0.348,0.126,0.434,0.092
177,0.633,0.109,0.206,0.052,ZTF21abwhaym,332.5150071,8.28683768,True,No Classification,0.298,0.228,0.22,0.254
178,0.114333333,0.497,0.369,0.019666667,ZTF21abvaurz,254.3038903,66.22338041,True,No Classification,0.296,0.248,0.308,0.148
179,0.548,0.094333333,0.315666667,0.042,ZTF21abzxkyv,248.9854722,29.06872114,True,SN Ia,0.472,0.184,0.174,0.17
180,0.376333333,0.241333333,0.191666667,0.190666667,ZTF21abmwzxt,354.4932697,-0.44148553,True,SN II,0.35,0.248,0.29,0.112
181,0.359333333,0.106666667,0.095666667,0.438333333,ZTF21abqjjrb,357.2938708,-11.25512789,True,SN,0.438,0.19,0.208,0.164
182,0.203,0.543333333,0.212,0.041666667,ZTF21absmzcw,328.9985892,-16.29778325,True,SN II,0.314,0.244,0.25,0.192
183,0.512333333,0.179666667,0.170666667,0.137333333,ZTF21abrlslx,323.6192159,10.3465013,True,SN Ia,0.604,0.08,0.262,0.054
184,0.753,0.088666667,0.051333333,0.107,ZTF21ablwfcp,354.927961,42.17975717,True,SN Ia,0.606,0.074,0.232,0.088
185,0.595666667,0.114333333,0.278666667,0.011333333,ZTF21abuwwup,340.6447154,51.85006641,True,No Classification,0.48,0.132,0.246,0.142
186,0.594333333,0.133,0.236333333,0.036333333,ZTF21abvrqze,326.7071644,31.72334944,True,No Classification,0.252,0.212,0.182,0.354
187,0.111333333,0.598666667,0.138666667,0.151333333,ZTF21abpvlov,328.2489682,-2.39814056,True,No Classification,0.2,0.258,0.192,0.35
188,0.617,0.108,0.165666667,0.109333333,ZTF21abuxcws,,,False,No Classification,0.258,0.214,0.18,0.348
189,0.217333333,0.525666667,0.182,0.075,ZTF21abmwlqm,324.2306038,10.16541353,True,No Classification,0.334,0.178,0.298,0.19
190,0.562,0.118666667,0.215333333,0.104,ZTF21abmcori,342.4760707,-16.53449974,True,SN Ia,0.566,0.128,0.232,0.074
191,0.347,0.342666667,0.303666667,0.006666667,ZTF21abxfyrs,131.0071465,49.07160074,True,Object Not Found,0.14,0.332,0.246,0.282
192,0.367333333,0.299666667,0.308,0.025,ZTF21abxnytt,130.3901378,49.851434,True,Object Not Found,0.174,0.254,0.28,0.292
193,0.38,0.292,0.270666667,0.057333333,ZTF21abwbueo,4.8262147,24.64419177,True,Object Not Found,0.282,0.192,0.172,0.354
194,0.564333333,0.106333333,0.313333333,0.016,ZTF21absjryg,15.10965223,-4.15581326,True,Object Not Found,0.394,0.104,0.428,0.074
195,0.66,0.143666667,0.149666667,0.046666667,ZTF21abrzdqx,28.56317404,2.3041914,True,Object Not Found,0.452,0.18,0.292,0.076
196,0.714,0.12,0.141,0.025,ZTF21abwjibi,333.0916481,-13.40166882,True,Object Not Found,0.556,0.14,0.228,0.076
