,Training_set,ZTF_ID,TNS_class,my_class,my_SN_Ia,my_SN_II,my_SN_Ibc,my_SLSN,ALeRCE_class,ALeRCE_SN_Ia,ALeRCE_SN_II,ALeRCE_SN_Ibc,ALeRCE_SLSN,Redshift
2294,False,ZTF18aawgrxz,SN II,SN II,0.249,0.355,0.201,0.195,SNIbc,0.262,0.236,0.356,0.146,0.0267
2295,False,ZTF21aadrmqe,Object Not Found,SN Ib/c,0.364,0.195,0.381,0.06,SNIbc,0.284,0.248,0.316,0.152,No Redshift
2296,False,ZTF21aaxstsv,SN Ia,SN Ia,0.439,0.19,0.272,0.099,SNIa,0.364,0.268,0.22,0.148,0.09
2297,False,ZTF21aavuprl,SN Ia,SN Ia,0.757,0.081,0.083,0.079,SNIa,0.434,0.192,0.24,0.134,0.09
2298,False,ZTF21aaygkfw,SN Ia,SN Ia,0.45,0.211,0.271,0.068,SNIa,0.408,0.18,0.306,0.106,0.09
2299,False,ZTF21aazcune,SN Ia,SN Ia,0.345,0.22,0.319,0.116,SNIa,0.38,0.186,0.32,0.114,0.09
2300,False,ZTF21abawgbu,No Classification,SN Ia,0.373,0.181,0.361,0.085,SNIa,0.376,0.182,0.328,0.114,No Redshift
2301,False,ZTF19abrrwtl,Object Not Found,SN Ib/c,0.237,0.231,0.442,0.09,SNIbc,0.322,0.22,0.332,0.126,No Redshift
2302,False,ZTF20aafkqmu,No Classification,SN Ia,0.473,0.16,0.238,0.129,SNIa,0.4,0.178,0.322,0.1,0.091908
2303,False,ZTF21aawtlok,Object Not Found,SN Ia,0.644,0.11,0.201,0.045,SNIa,0.454,0.162,0.304,0.08,No Redshift
2304,False,ZTF21aakjhjk,Object Not Found,SN II,0.105,0.41,0.354,0.131,SNIbc,0.324,0.186,0.396,0.094,No Redshift
2305,False,ZTF21aamlwtt,Object Not Found,SN II,0.096,0.403,0.22,0.281,SNIbc,0.262,0.168,0.374,0.196,No Redshift
2306,False,ZTF21aayrnzw,No Classification,SN II,0.177,0.381,0.283,0.159,SNII,0.212,0.306,0.238,0.244,No Redshift
2307,False,ZTF20acpkwer,No Classification,SN Ia,0.311,0.27,0.306,0.113,SNIa,0.358,0.172,0.324,0.146,No Redshift
2308,False,ZTF21aazsgyr,SN Ia,SN Ia,0.469,0.132,0.323,0.076,SNIa,0.422,0.164,0.278,0.136,0.052
2309,False,ZTF21abaputv,SN Ia,SN Ia,0.489,0.143,0.281,0.087,SNIa,0.444,0.154,0.288,0.114,0.07
2310,False,ZTF21aayrowv,No Classification,SN Ia,0.352,0.247,0.252,0.149,SNIa,0.362,0.216,0.22,0.202,No Redshift
2311,False,ZTF21aaxlhyl,SN II,SN II,0.274,0.375,0.206,0.145,SNIa,0.264,0.264,0.224,0.248,0.043
2312,False,ZTF21aayrnqc,No Classification,SN Ia,0.377,0.197,0.325,0.101,SNIa,0.352,0.182,0.322,0.144,No Redshift
2313,False,ZTF21aayooxv,No Classification,SN Ia,0.347,0.206,0.328,0.119,SNIa,0.37,0.188,0.32,0.122,0.086346
2314,False,ZTF21aaymdan,No Classification,SN Ia,0.382,0.184,0.324,0.11,SNIa,0.33,0.218,0.306,0.146,No Redshift
2315,False,ZTF21abaaipx,SN Ia,SN Ia,0.519,0.14,0.221,0.12,SNIa,0.372,0.182,0.24,0.206,0.073
2316,False,ZTF21aaxxjdr,No Classification,SN Ia,0.441,0.225,0.216,0.118,SNIa,0.368,0.22,0.238,0.174,No Redshift
2317,False,ZTF21abalkop,No Classification,SN Ib/c,0.319,0.244,0.328,0.109,SNIa,0.354,0.218,0.354,0.074,0.11088
2318,False,ZTF21aaxwytv,SN Ia,SN Ia,0.539,0.142,0.226,0.093,SNIa,0.41,0.138,0.226,0.226,0.0313620009
2319,False,ZTF21abasxdp,SN Ia,SN Ia,0.348,0.241,0.245,0.166,SNIa,0.396,0.212,0.248,0.144,0.07
2320,False,ZTF21abaiono,SLSN-I,SN Ia,0.378,0.183,0.257,0.182,SNIa,0.3,0.22,0.222,0.258,0.065
2321,False,ZTF21aaymuyw,No Classification,SN Ia,0.457,0.143,0.278,0.122,SNIa,0.402,0.18,0.23,0.188,No Redshift
2322,False,ZTF21abaqynj,No Classification,SN Ib/c,0.3,0.163,0.358,0.179,SNIa,0.376,0.182,0.294,0.148,No Redshift
2323,False,ZTF21abaevgu,SN Ia,SN Ia,0.41,0.193,0.259,0.138,SNIa,0.376,0.194,0.23,0.2,0.069675
2324,False,ZTF18aaadwdh,Object Not Found,SN Ib/c,0.303,0.179,0.415,0.103,SNIa,0.368,0.178,0.348,0.106,No Redshift
2325,False,ZTF21abahgnj,Object Not Found,SN Ib/c,0.299,0.211,0.42,0.07,SNIbc,0.354,0.156,0.356,0.134,No Redshift
2326,False,ZTF21abahgst,SN Ia,SN Ia,0.325,0.289,0.206,0.18,SNIa,0.34,0.218,0.214,0.228,0.1
2327,False,ZTF21aazlamf,No Classification,SN Ib/c,0.307,0.197,0.398,0.098,SNIbc,0.376,0.148,0.378,0.098,No Redshift
2328,False,ZTF21aaxksct,SN Ia,SN Ia,0.525,0.15,0.244,0.081,SNIa,0.44,0.164,0.278,0.118,0.1
2329,False,ZTF21aayfiim,No Classification,SN Ib/c,0.327,0.207,0.359,0.107,SNIbc,0.288,0.224,0.314,0.174,No Redshift
2330,False,ZTF21aazszir,No Classification,SN Ia,0.346,0.201,0.32,0.133,SNIa,0.332,0.176,0.318,0.174,No Redshift
2331,False,ZTF21aaynpfe,No Classification,SN Ib/c,0.25,0.207,0.294,0.249,SNIa,0.334,0.182,0.248,0.236,No Redshift
2332,False,ZTF20acjbpny,No Classification,SN Ia,0.384,0.156,0.361,0.099,SNIa,0.346,0.204,0.328,0.122,No Redshift
2333,False,ZTF21abasghc,No Classification,SN Ia,0.348,0.213,0.271,0.168,SNIa,0.372,0.17,0.24,0.218,No Redshift
2334,False,ZTF20acyfreu,No Classification,SN Ia,0.457,0.162,0.274,0.107,SNIa,0.344,0.188,0.318,0.15,No Redshift
2335,False,ZTF21aazwtoz,SN Ia,SN Ia,0.413,0.184,0.267,0.136,SNIa,0.35,0.192,0.236,0.222,0.04
2336,False,ZTF21aawzsew,SN Ia,SN Ia,0.647,0.124,0.139,0.09,SNIa,0.456,0.16,0.29,0.094,0.04931
2337,False,ZTF21aaydxoo,SN IIn,SN Ib/c,0.364,0.182,0.427,0.027,SNIbc,0.41,0.128,0.418,0.044,0.021759
2338,False,ZTF21aayqdwk,SN Ia,SN Ia,0.397,0.173,0.307,0.123,SNIa,0.36,0.232,0.248,0.16,0.06
2339,False,ZTF21aawlwoy,SN Ia,SN Ia,0.589,0.103,0.191,0.117,SNIa,0.442,0.148,0.292,0.118,0.05032
2340,False,ZTF21abavbci,No Classification,SN II,0.159,0.314,0.273,0.254,SNIbc,0.242,0.202,0.358,0.198,No Redshift
2341,False,ZTF21aaxtzzj,SN II,SN Ib/c,0.26,0.284,0.4,0.056,SNIbc,0.298,0.256,0.31,0.136,0.028551
2342,False,ZTF21aazpcon,No Classification,SN Ib/c,0.218,0.256,0.342,0.184,SNIbc,0.31,0.168,0.318,0.204,No Redshift
2343,False,ZTF21abbgkgc,SN Ia,SN Ia,0.295,0.25,0.238,0.217,SNIa,0.404,0.166,0.272,0.158,0.083
2344,False,ZTF21abccdld,SN IIn,SN II,0.217,0.316,0.188,0.279,SNII,0.24,0.284,0.274,0.202,0.03501
2345,False,ZTF21aaxvnjy,SN Ia,SN Ia,0.597,0.149,0.169,0.085,SNIa,0.47,0.16,0.302,0.068,0.073
2346,False,ZTF21abapglp,No Classification,SN Ia,0.315,0.237,0.303,0.145,SNIa,0.316,0.182,0.258,0.244,No Redshift
2347,False,ZTF21aaxkccg,No Classification,SN Ia,0.396,0.235,0.238,0.131,SNIa,0.3,0.272,0.224,0.204,No Redshift
2348,False,ZTF21aazsmfw,No Classification,SN II,0.209,0.308,0.218,0.265,SLSN,0.22,0.206,0.208,0.366,0.029172
2349,False,ZTF21abbgxbq,No Classification,SN Ib/c,0.211,0.265,0.456,0.068,SNIbc,0.308,0.162,0.384,0.146,0.228798
2350,False,ZTF21abcgims,Object Not Found,SN Ib/c,0.331,0.236,0.39,0.043,SNIa,0.42,0.164,0.338,0.078,No Redshift
2351,False,ZTF21aaxswlc,SN Ia,SN Ia,0.556,0.127,0.231,0.086,SNIa,0.308,0.208,0.288,0.196,0.072
2352,False,ZTF21abbyhvw,SN Ia,SN II,0.275,0.351,0.232,0.142,SNIa,0.274,0.26,0.26,0.206,0.026822
2353,False,ZTF21abbkglo,SN Ia,SN II,0.269,0.288,0.272,0.171,SNIa,0.308,0.192,0.248,0.252,0.03812
2354,False,ZTF21abbofia,Object Not Found,SN Ib/c,0.318,0.172,0.398,0.112,SNIa,0.366,0.206,0.286,0.142,0.108309
2355,False,ZTF21aawmujq,No Classification,SN II,0.124,0.384,0.205,0.287,SLSN,0.182,0.234,0.272,0.312,No Redshift
2356,False,ZTF21abaulsw,No Classification,SN Ia,0.395,0.219,0.278,0.108,SNIa,0.4,0.176,0.324,0.1,No Redshift
2357,False,ZTF21aazybea,No Classification,SN Ia,0.32,0.204,0.307,0.169,SNIa,0.362,0.182,0.3,0.156,No Redshift
2358,False,ZTF21abbzncx,No Classification,SN Ib/c,0.318,0.206,0.352,0.124,SNIa,0.38,0.166,0.298,0.156,0.0825
2359,False,ZTF21abbzqvv,SN Ia,SN Ib/c,0.301,0.234,0.351,0.114,SNIa,0.344,0.228,0.29,0.138,0.076
2360,False,ZTF21abcgxit,No Classification,SN Ib/c,0.319,0.204,0.36,0.117,SNIa,0.356,0.194,0.292,0.158,No Redshift
2361,False,ZTF21abbmhwe,No Classification,SN Ia,0.332,0.283,0.271,0.114,SNIa,0.328,0.166,0.32,0.186,No Redshift
2362,False,ZTF21abbvzrd,No Classification,SN Ib/c,0.303,0.269,0.329,0.099,SNIbc,0.326,0.172,0.388,0.114,No Redshift
2363,False,ZTF21abbkvrt,SN Ia,SN Ib/c,0.215,0.25,0.354,0.181,SNIa,0.3,0.232,0.264,0.204,0.08
2364,False,ZTF20aanafsu,No Classification,SN II,0.135,0.491,0.127,0.247,SLSN,0.256,0.216,0.25,0.278,No Redshift
2365,False,ZTF21abamnyi,No Classification,SN Ib/c,0.291,0.292,0.307,0.11,SNIa,0.364,0.242,0.27,0.124,No Redshift
2366,False,ZTF19aaedudt,No Classification,SN Ia,0.412,0.169,0.192,0.227,SNIa,0.364,0.236,0.28,0.12,0.085705
2367,False,ZTF19aamqlok,No Classification,SN Ia,0.454,0.24,0.204,0.102,SNIa,0.332,0.256,0.238,0.174,No Redshift
2368,False,ZTF18acckoil,SN Ia,SN Ia,0.364,0.181,0.313,0.142,SNIa,0.372,0.188,0.358,0.082,0.029
2369,False,ZTF19aafpgjb,Object Not Found,SN Ia,0.437,0.172,0.309,0.082,SNIbc,0.32,0.204,0.358,0.118,No Redshift
2370,False,ZTF20aclwvrl,No Classification,SN Ib/c,0.345,0.176,0.397,0.082,SNIa,0.406,0.166,0.338,0.09,No Redshift
2371,False,ZTF20abxyjfg,SN Ia,SN Ib/c,0.277,0.251,0.365,0.107,SNIbc,0.246,0.262,0.35,0.142,0.04
2372,False,ZTF19aadoota,SN IIn,SLSN,0.101,0.232,0.121,0.546,SNIa,0.29,0.224,0.22,0.266,0.058
2373,False,ZTF20aayubpi,SN Ia,SN Ib/c,0.311,0.207,0.413,0.069,SNIbc,0.316,0.212,0.396,0.076,0.02
2374,False,ZTF20actrjdy,No Classification,SN Ib/c,0.251,0.192,0.357,0.2,SNIbc,0.308,0.2,0.322,0.17,No Redshift
2375,False,ZTF20acwytmh,SN Ia,SN Ib/c,0.194,0.244,0.492,0.07,SNIa,0.274,0.274,0.246,0.206,0.04671
2376,False,ZTF21aafdxca,SN Ia,SN II,0.158,0.338,0.277,0.227,SNII,0.158,0.33,0.27,0.242,0.006531
2377,False,ZTF19aarjrho,Object Not Found,SLSN,0.124,0.272,0.254,0.35,SNIbc,0.254,0.296,0.304,0.146,No Redshift
2378,False,ZTF19aargqez,SN Ia,SN II,0.126,0.341,0.321,0.212,SNIbc,0.166,0.28,0.326,0.228,0.026
2379,False,ZTF18acurljz,No Classification,SN Ia,0.362,0.221,0.322,0.095,SNIa,0.366,0.202,0.294,0.138,No Redshift
2380,False,ZTF18accjecm,SN Ia,SN Ib/c,0.185,0.294,0.396,0.125,SNIbc,0.262,0.276,0.276,0.186,0.056
2381,False,ZTF18acbznbe,No Classification,SN Ia,0.319,0.226,0.28,0.175,SNIa,0.356,0.196,0.272,0.176,No Redshift
2382,False,ZTF19aakszsn,No Classification,SN II,0.111,0.53,0.171,0.188,SNIbc,0.308,0.258,0.32,0.114,No Redshift
2383,False,ZTF20abuaxbq,Object Not Found,SN Ia,0.343,0.197,0.319,0.141,SNIa,0.388,0.202,0.268,0.142,No Redshift
2384,False,ZTF20abvrxkz,No Classification,SN Ia,0.498,0.117,0.212,0.173,SNIa,0.4,0.144,0.296,0.16,No Redshift
2385,False,ZTF18aczergf,No Classification,SN Ia,0.339,0.24,0.263,0.158,SNIa,0.272,0.246,0.258,0.224,0.098336
2386,False,ZTF19aaknyvv,No Classification,SN II,0.086,0.534,0.235,0.145,SNIa,0.306,0.264,0.248,0.182,No Redshift
2387,False,ZTF21aahrbcz,Object Not Found,SN II,0.122,0.52,0.26,0.098,SNIbc,0.244,0.276,0.284,0.196,No Redshift
2388,False,ZTF20aadcrhw,No Classification,SN Ia,0.423,0.2,0.283,0.094,SNIa,0.414,0.202,0.232,0.152,No Redshift
2389,False,ZTF19aafncsv,SN Ia,SN Ib/c,0.196,0.227,0.445,0.132,SNIbc,0.284,0.182,0.406,0.128,0.037
2390,False,ZTF18acuimze,SN Ia,SN Ia,0.461,0.147,0.322,0.07,SNIa,0.368,0.222,0.284,0.126,0.056
2391,False,ZTF19aathmll,No Classification,SN Ia,0.403,0.145,0.389,0.063,SNIbc,0.35,0.148,0.424,0.078,No Redshift
2392,False,ZTF18acurkik,Object Not Found,SN Ia,0.322,0.277,0.278,0.123,SNIbc,0.302,0.208,0.342,0.148,0.068255
2393,False,ZTF18actxlqb,No Classification,SN II,0.182,0.402,0.181,0.235,SNIa,0.366,0.194,0.34,0.1,0.512785
2394,False,ZTF18acvwcmd,No Classification,SN II,0.155,0.489,0.176,0.18,SNIbc,0.25,0.236,0.3,0.214,No Redshift
2395,False,ZTF18acpuici,No Classification,SN Ib/c,0.221,0.179,0.527,0.073,SNIa,0.384,0.186,0.292,0.138,No Redshift
2396,False,ZTF19aanrrjc,No Classification,SN Ia,0.508,0.182,0.135,0.175,SNIa,0.302,0.244,0.258,0.196,0.11245
2397,False,ZTF18aatyqds,SN IIP,SN II,0.067,0.725,0.131,0.077,SNII,0.148,0.398,0.26,0.194,0.02
2398,False,ZTF21aagyzqr,Object Not Found,SN Ib/c,0.217,0.216,0.479,0.088,SNIbc,0.296,0.242,0.316,0.146,No Redshift
2399,False,ZTF19aaaokub,No Classification,SN Ia,0.536,0.152,0.232,0.08,SNIa,0.374,0.22,0.268,0.138,No Redshift
2400,False,ZTF19aarjspm,No Classification,SN Ia,0.521,0.142,0.228,0.109,SNIbc,0.31,0.202,0.36,0.128,No Redshift
2401,False,ZTF19aapfohi,SN II,SN II,0.097,0.527,0.255,0.121,SNII,0.232,0.32,0.308,0.14,0.0374
2402,False,ZTF20aatwonv,SN Ia,SN Ib/c,0.276,0.244,0.4,0.08,SNIbc,0.328,0.164,0.432,0.076,No Redshift
2403,False,ZTF19aavkcaw,Object Not Found,SLSN,0.043,0.388,0.136,0.433,SLSN,0.132,0.31,0.2,0.358,0.8532583
2404,False,ZTF20aajcfbw,No Classification,SN Ib/c,0.344,0.194,0.358,0.104,SNIa,0.396,0.186,0.304,0.114,0.078851
2405,False,ZTF19aabbnzo,TDE,SLSN,0.268,0.214,0.168,0.35,SNIa,0.326,0.226,0.224,0.224,0.091
2406,False,ZTF21aahrile,Object Not Found,SN Ia,0.327,0.192,0.246,0.235,SNIa,0.3,0.244,0.292,0.164,No Redshift
2407,False,ZTF20aautxrl,No Classification,SN Ia,0.434,0.212,0.245,0.109,SNIa,0.362,0.244,0.266,0.128,No Redshift
2408,False,ZTF18acwtyfp,No Classification,SN Ib/c,0.293,0.188,0.354,0.165,SNIbc,0.318,0.166,0.342,0.174,No Redshift
2409,False,ZTF19abitsuq,No Classification,SN Ia,0.33,0.249,0.321,0.1,SNIa,0.326,0.304,0.238,0.132,No Redshift
2410,False,ZTF18adbcjlv,No Classification,SN Ia,0.34,0.204,0.259,0.197,SNIa,0.306,0.218,0.246,0.23,No Redshift
2411,False,ZTF18aczdetq,No Classification,SN II,0.256,0.312,0.283,0.149,SNIbc,0.246,0.256,0.266,0.232,0.035341
2412,False,ZTF19abctkvl,No Classification,SN Ib/c,0.249,0.148,0.346,0.257,SNIa,0.396,0.138,0.31,0.156,No Redshift
2413,False,ZTF19abkcgpo,Object Not Found,SN Ib/c,0.29,0.171,0.47,0.069,SNIbc,0.346,0.18,0.374,0.1,No Redshift
2414,False,ZTF19abjjyps,Object Not Found,SN Ia,0.736,0.086,0.139,0.039,SNIa,0.41,0.19,0.288,0.112,No Redshift
2415,False,ZTF19abgbbpx,No Classification,SN Ib/c,0.355,0.179,0.37,0.096,SNIa,0.418,0.178,0.258,0.146,No Redshift
2416,False,ZTF19abzizfw,No Classification,SN II,0.324,0.344,0.216,0.116,SNII,0.238,0.298,0.23,0.234,No Redshift
2417,False,ZTF19aavjfha,No Classification,SN II,0.03,0.464,0.047,0.459,SNII,0.208,0.34,0.184,0.268,2.255
2418,False,ZTF19aceckmm,SN II,SN II,0.085,0.427,0.284,0.204,SNII,0.176,0.318,0.238,0.268,0.03286
2419,False,ZTF19abxpikl,No Classification,SN Ia,0.556,0.137,0.221,0.086,SNIa,0.344,0.188,0.304,0.164,No Redshift
2420,False,ZTF19aaxptsd,SN Ia,SN Ia,0.583,0.14,0.183,0.094,SNIa,0.392,0.194,0.284,0.13,0.06
2421,False,ZTF18abhehkn,No Classification,SN Ib/c,0.281,0.187,0.477,0.055,SNIbc,0.362,0.152,0.418,0.068,0.027699
2422,False,ZTF19aayeibf,Object Not Found,SN Ia,0.318,0.276,0.274,0.132,SNIa,0.352,0.184,0.334,0.13,0.064855
2423,False,ZTF19aanlttm,No Classification,SN II,0.162,0.39,0.127,0.321,SNIa,0.26,0.252,0.23,0.258,No Redshift
2424,False,ZTF19aaneseo,No Classification,SLSN,0.211,0.213,0.167,0.409,SNIa,0.262,0.262,0.248,0.228,0.067184
2425,False,ZTF18adbhlet,No Classification,SN Ia,0.601,0.099,0.166,0.134,SNIa,0.424,0.146,0.332,0.098,0.088489
2426,False,ZTF19aaapfde,No Classification,SN Ia,0.419,0.165,0.309,0.107,SNIa,0.38,0.198,0.284,0.138,No Redshift
2427,False,ZTF19aawfxwj,No Classification,SN Ia,0.367,0.191,0.348,0.094,SNIa,0.364,0.222,0.266,0.148,No Redshift
2428,False,ZTF19abgbgsw,No Classification,SLSN,0.118,0.304,0.231,0.347,SNIbc,0.268,0.216,0.286,0.23,0.232496
2429,False,ZTF19abbyjdx,No Classification,SN Ia,0.461,0.184,0.221,0.134,SNIa,0.358,0.176,0.34,0.126,No Redshift
2430,False,ZTF19abgjfoj,No Classification,SN Ia,0.394,0.231,0.275,0.1,SNIa,0.334,0.244,0.28,0.142,No Redshift
2431,False,ZTF19acdhckv,No Classification,SN Ia,0.534,0.118,0.267,0.081,SNIa,0.33,0.252,0.242,0.176,No Redshift
2432,False,ZTF19abgnafl,No Classification,SN II,0.228,0.316,0.313,0.143,SNIbc,0.342,0.21,0.38,0.068,No Redshift
2433,False,ZTF18abequmd,Object Not Found,SN Ia,0.359,0.223,0.304,0.114,SNIa,0.396,0.188,0.298,0.118,No Redshift
2434,False,ZTF19acxlddi,SN Ia,SN Ia,0.384,0.199,0.354,0.063,SNIa,0.378,0.21,0.334,0.078,0.053
2435,False,ZTF19aatvlbw,No Classification,SN Ib/c,0.334,0.182,0.344,0.14,SNIa,0.324,0.198,0.282,0.196,No Redshift
2436,False,ZTF19aceckdq,SN II,SN II,0.112,0.56,0.221,0.107,SNII,0.232,0.284,0.276,0.208,0.0246
2437,False,ZTF19aavizot,No Classification,SN II,0.119,0.409,0.163,0.309,SNII,0.206,0.298,0.2,0.296,No Redshift
2438,False,ZTF19aavndur,Object Not Found,SN Ia,0.399,0.17,0.384,0.047,SNIa,0.414,0.134,0.356,0.096,No Redshift
2439,False,ZTF19aazodnk,No Classification,SN Ib/c,0.277,0.29,0.351,0.082,SNIa,0.374,0.188,0.346,0.092,No Redshift
2440,False,ZTF20aceicyy,Object Not Found,SLSN,0.024,0.177,0.052,0.747,SLSN,0.148,0.214,0.152,0.486,No Redshift
2441,False,ZTF18aczeraq,No Classification,SN Ia,0.364,0.145,0.253,0.238,SNIa,0.34,0.178,0.314,0.168,0.058836
2442,False,ZTF19aaywatq,SN Ia,SN II,0.137,0.438,0.219,0.206,SNII,0.156,0.334,0.296,0.214,0.014774
2443,False,ZTF20abpplyz,Object Not Found,SN II,0.132,0.529,0.242,0.097,SNIbc,0.318,0.24,0.356,0.086,No Redshift
2444,False,ZTF19aabyyhr,No Classification,SN Ia,0.445,0.217,0.165,0.173,SNIa,0.344,0.256,0.284,0.116,No Redshift
2445,False,ZTF21aaaseqt,No Classification,SN Ib/c,0.316,0.172,0.347,0.165,SNIa,0.336,0.176,0.3,0.188,No Redshift
2446,False,ZTF18abgujpm,Object Not Found,SN Ia,0.485,0.192,0.217,0.106,SNIa,0.336,0.216,0.24,0.208,No Redshift
2447,False,ZTF20acytfkf,SN II,SN II,0.263,0.292,0.277,0.168,SNIbc,0.266,0.228,0.404,0.102,0.04
2448,False,ZTF21aaebqxk,No Classification,SN Ib/c,0.179,0.308,0.419,0.094,SNIa,0.382,0.198,0.32,0.1,0.01864
2449,False,ZTF19aawpgwv,CV,SN Ia,0.384,0.21,0.328,0.078,SNIa,0.434,0.202,0.278,0.086,No Redshift
2450,False,ZTF19aapumut,No Classification,SN Ia,0.554,0.14,0.208,0.098,SNIa,0.364,0.242,0.238,0.156,No Redshift
2451,False,ZTF19aaxizyq,No Classification,SN Ia,0.562,0.094,0.281,0.063,SNIa,0.4,0.142,0.33,0.128,No Redshift
2452,False,ZTF19aavipfk,No Classification,SN Ia,0.411,0.213,0.279,0.097,SNIa,0.36,0.186,0.322,0.132,No Redshift
2453,False,ZTF19aaxefct,No Classification,SN Ia,0.284,0.269,0.204,0.243,SNII,0.288,0.29,0.242,0.18,1.265
2454,False,ZTF19aayrhmb,No Classification,SN Ia,0.463,0.146,0.315,0.076,SNIa,0.362,0.144,0.362,0.132,No Redshift
2455,False,ZTF19aawudku,SN Ia,SN Ia,0.502,0.164,0.174,0.16,SNIa,0.372,0.198,0.298,0.132,0.074
2456,False,ZTF19abakogl,No Classification,SN Ia,0.348,0.222,0.307,0.123,SNIa,0.416,0.132,0.35,0.102,No Redshift
2457,False,ZTF19abaflmx,No Classification,SN II,0.274,0.376,0.157,0.193,SNIa,0.276,0.254,0.256,0.214,0.056236
2458,False,ZTF19aaysiwt,SN Ia,SN Ia,0.649,0.086,0.192,0.073,SNIa,0.374,0.224,0.264,0.138,0.093
2459,False,ZTF19aalzmkb,No Classification,SLSN,0.188,0.299,0.204,0.309,SNIa,0.33,0.204,0.298,0.168,No Redshift
2460,False,ZTF19abtnwgz,No Classification,SN II,0.209,0.351,0.236,0.204,SNIa,0.336,0.26,0.286,0.118,No Redshift
2461,False,ZTF19abqsvue,SN Ia,SN Ib/c,0.323,0.167,0.398,0.112,SNIbc,0.294,0.244,0.298,0.164,0.083
2462,False,ZTF18aczeral,No Classification,SN Ia,0.65,0.094,0.183,0.073,SNIa,0.374,0.18,0.314,0.132,No Redshift
2463,False,ZTF19aangcrd,No Classification,SN Ia,0.578,0.104,0.202,0.116,SNIa,0.434,0.132,0.316,0.118,0.083888
2464,False,ZTF19abjnzsi,No Classification,SN Ia,0.471,0.131,0.281,0.117,SNIa,0.428,0.192,0.236,0.144,No Redshift
2465,False,ZTF19abvghhs,No Classification,SN Ib/c,0.266,0.214,0.394,0.126,SNIbc,0.314,0.232,0.32,0.134,No Redshift
2466,False,ZTF19aaeomsn,No Classification,SN Ia,0.46,0.14,0.198,0.202,SNIa,0.38,0.166,0.294,0.16,No Redshift
2467,False,ZTF19aaozpsc,No Classification,SN Ia,0.466,0.155,0.313,0.066,SNIbc,0.354,0.182,0.36,0.104,0.094463
2468,False,ZTF18ablvntg,Object Not Found,SN Ia,0.399,0.176,0.31,0.115,SNIbc,0.274,0.254,0.326,0.146,No Redshift
2469,False,ZTF20aaflctv,No Classification,SN Ib/c,0.25,0.166,0.51,0.074,SNIa,0.344,0.208,0.282,0.166,No Redshift
2470,False,ZTF20abbupzh,No Classification,SN Ia,0.425,0.158,0.29,0.127,SNIa,0.354,0.188,0.314,0.144,No Redshift
2471,False,ZTF20abedwwf,No Classification,SN Ia,0.361,0.206,0.295,0.138,SNIa,0.288,0.262,0.228,0.222,No Redshift
2472,False,ZTF20aatpspm,No Classification,SN Ia,0.565,0.15,0.191,0.094,SNIa,0.408,0.146,0.284,0.162,0.104704
2473,False,ZTF20abjyovb,No Classification,SN Ia,0.386,0.184,0.297,0.133,SNIa,0.326,0.2,0.262,0.212,0.078875
2474,False,ZTF20abeljhx,Object Not Found,SN Ia,0.394,0.203,0.278,0.125,SNIa,0.302,0.266,0.296,0.136,No Redshift
2475,False,ZTF20abhfrxt,No Classification,SN Ib/c,0.333,0.171,0.446,0.05,SNIa,0.392,0.174,0.37,0.064,No Redshift
2476,False,ZTF20abmhocy,Object Not Found,SN Ia,0.388,0.216,0.29,0.106,SNII,0.246,0.32,0.28,0.154,No Redshift
2477,False,ZTF20abmlxrx,SN Ia-CSM,SN II,0.029,0.535,0.09,0.346,SNII,0.102,0.382,0.182,0.334,0.095
2478,False,ZTF20abmoakx,SN II,SN Ia,0.339,0.285,0.265,0.111,SNIa,0.348,0.188,0.3,0.164,0.0338
2479,False,ZTF20acftrfi,No Classification,SN Ia,0.582,0.169,0.148,0.101,SNIa,0.372,0.204,0.29,0.134,No Redshift
2480,False,ZTF20abxxuyr,No Classification,SN Ib/c,0.291,0.206,0.42,0.083,SNIa,0.336,0.22,0.294,0.15,No Redshift
2481,False,ZTF20acboigi,No Classification,SN Ib/c,0.314,0.204,0.335,0.147,SNIa,0.354,0.19,0.274,0.182,No Redshift
2482,False,ZTF20acpctbg,No Classification,SN Ia,0.333,0.207,0.28,0.18,SNIa,0.374,0.216,0.216,0.194,No Redshift
2483,False,ZTF20acpzkeu,No Classification,SN Ia,0.349,0.167,0.333,0.151,SNIa,0.366,0.186,0.274,0.174,No Redshift
2484,False,ZTF20acgsdlb,No Classification,SN II,0.138,0.358,0.258,0.246,SNIbc,0.244,0.234,0.358,0.164,0.040991
2485,False,ZTF19abasoqj,Object Not Found,SN Ia,0.409,0.187,0.345,0.059,SNIa,0.334,0.238,0.284,0.144,No Redshift
2486,False,ZTF19abzpkss,No Classification,SN Ib/c,0.346,0.213,0.374,0.067,SNIa,0.334,0.228,0.322,0.116,No Redshift
2487,False,ZTF19acfxayk,No Classification,SN Ia,0.325,0.279,0.256,0.14,SNIa,0.312,0.234,0.254,0.2,No Redshift
2488,False,ZTF19aceckaz,No Classification,SN II,0.158,0.443,0.212,0.187,SNIbc,0.228,0.24,0.34,0.192,No Redshift
2489,False,ZTF20aamqybk,Object Not Found,SN Ia,0.36,0.229,0.278,0.133,SNIa,0.362,0.216,0.266,0.156,0.480771
2490,False,ZTF20aazyunb,No Classification,SN Ia,0.547,0.15,0.2,0.103,SNIa,0.392,0.19,0.276,0.142,No Redshift
